Location,Year,maxDHW,maxSST
Secas,2011,0,30
Secas,2012,0,29.9599990844727
Secas,2014,0.660932002424382,30.4499988555908
Secas,2015,5.02889910360583,30.7799987792969
Secas,2016,8.26500436886638,31.019998550415
Silva de Afuera,1982,NA,30.519998550415
Silva de Afuera,1983,8.38054955995002,31.7099990844727
Silva de Afuera,1985,0,29.439998626709
Silva de Afuera,1986,0,29.6999988555908
Silva de Afuera,1987,0,29.7600002288818
Silva de Afuera,1988,0.326472650904234,30.439998626709
Silva de Afuera,1989,0,29.8099994659424
Silva de Afuera,1990,0,30.0699996948242
Silva de Afuera,1991,0,30.1499996185303
Silva de Afuera,1992,0.31647296697915,30.3299999237061
Silva de Afuera,1993,0,30.0299987792969
Silva de Afuera,1994,0.146807786720951,30.2099990844727
Silva de Afuera,1995,0,30.1499996185303
Silva de Afuera,1996,0,29.9899997711182
Silva de Afuera,1997,5.33919032868885,31.3799991607666
Silva de Afuera,1998,10.2282919643688,31.1700000762939
Silva de Afuera,1999,0,29.939998626709
Silva de Afuera,2000,0,29.9899997711182
Silva de Afuera,2001,0,29.8400001525879
Silva de Afuera,2002,0.148236390846927,30.2199993133545
Silva de Afuera,2003,1.0751325218045,30.7899990081787
Silva de Afuera,2004,0.768324887671439,30.3199996948242
Silva de Afuera,2005,2.70211707329264,30.6499996185303
Silva de Afuera,2006,0.782610656452829,30.3599987030029
Silva de Afuera,2007,0.333615399055741,30.4299983978271
Silva de Afuera,2008,0,29.9599990844727
Silva de Afuera,2009,0.300758321593408,30.269998550415
Silva de Afuera,2010,3.52834357566574,30.4499988555908
Silva de Afuera,2011,0,29.8400001525879
Silva de Afuera,2012,0,30.1199989318848
Silva de Afuera,2014,1.30017673206978,30.439998626709
Silva de Afuera,2015,6.2793672678422,30.8499984741211
Silva de Afuera,2016,7.91097171030889,30.7999992370605
Uva,1982,NA,30.6399993896484
Uva,1983,7.56932322833003,32
Uva,1985,0,29.5900001525879
Uva,1986,0,29.5699996948242
Uva,1987,0,29.7899990081787
Uva,1988,0.378728010216538,30.5699996948242
Uva,1989,0,29.9299983978271
Uva,1990,0,30.0299987792969
Uva,1991,0,29.9499988555908
Uva,1992,0.930469123684631,30.3499984741211
Uva,1993,0,29.8599987030029
Uva,1994,0,30.0999984741211
Uva,1995,0,29.8899993896484
Uva,1996,0,29.9699993133545
Uva,1997,5.58155412090068,31.3999996185303
Uva,1998,10.2796258731764,31.4099998474121
Uva,1999,0,29.9200000762939
Uva,2000,0,30.019998550415
Uva,2001,0,29.7899990081787
Uva,2002,0.167935488175373,30.3400001525879
Uva,2003,1.00904098822146,30.5599994659424
Uva,2004,0.755391159836128,30.2600002288818
Uva,2005,1.71935334497569,30.5499992370605
Uva,2006,0.621741353249064,30.2799987792969
Uva,2007,0.347299536880182,30.5100002288818
Uva,2008,0,29.9099998474121
Uva,2009,0.907612002625758,30.269998550415
Uva,2010,3.40235669272287,30.6199989318848
Uva,2011,0,29.7999992370605
Uva,2012,0,29.9200000762939
Uva,2014,1.04761193723095,30.519998550415
Uva,2015,6.84170045658034,30.8400001525879
Uva,2016,8.1734428016507,30.9699993133545
