Category,Location,Date,Genus,Species,transect,Condition,value,Reference,Event
Species,Uva,03/20/83,Other scleractinians,Pavona clavus,NA,Bleached,1,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Pavona gigantea,NA,Bleached,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Gardineroseris planulata,NA,Bleached,0.453,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Psammocora stellata,NA,Bleached,0.057,Glynn_1983,1982-83
Species,Uva,03/20/83,Millepora,Millepora intricata,NA,Dead,1,Glynn_1983,1982-83
Species,Uva,03/20/83,Millepora,Millepora platyphylla,NA,Dead,1,Glynn_1983,1982-83
Species,Uva,03/20/83,Pocillopora,Pocillopora damicornis,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Pocillopora,Pocillopora elegans,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Porites panamensis,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Porites lobata,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Pavona varians,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Pavona clavus,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Pavona gigantea,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Gardineroseris planulata,NA,Dead,0,Glynn_1983,1982-83
Species,Uva,03/20/83,Other scleractinians,Psammocora stellata,NA,Dead,0,Glynn_1983,1982-83
General,Silva de Afuera,03/15/98,Pocillopora,Pocillopora spp.,NA,Bleached,0.485,Glynn et al. 2001,1997-98
General,Silva de Afuera,03/15/98,Other scleractinians,Other,NA,Bleached,0.45,Glynn et al. 2001,1997-98
General,Jicarón and Jicarita,03/15/98,Pocillopora,Pocillopora spp.,NA,Bleached,0.145,Glynn et al. 2001,1997-98
General,Jicarón and Jicarita,03/15/98,Other scleractinians,Other,NA,Bleached,0.29,Glynn et al. 2001,1997-98
General,Secas,03/15/98,Pocillopora,Pocillopora spp.,NA,Bleached,0,Glynn et al. 2001,1997-98
General,Secas,03/15/98,Other scleractinians,Other,NA,Bleached,0.21,Glynn et al. 2001,1997-98
General,Uva,03/15/98,Pocillopora,Pocillopora spp.,NA,Bleached,0.47,Glynn et al. 2001,1997-98
General,Uva,03/15/98,Other scleractinians,Other,NA,Bleached,0.556666666666667,Glynn et al. 2001,1997-98
General,Silva de Afuera,03/15/98,Pocillopora,Pocillopora spp.,NA,Dead,0.02,Glynn et al. 2001,1997-98
General,Silva de Afuera,03/15/98,Other scleractinians,Other,NA,Dead,0.116666666666667,Glynn et al. 2001,1997-98
General,Jicarón and Jicarita,03/15/98,Pocillopora,Pocillopora spp.,NA,Dead,0.09,Glynn et al. 2001,1997-98
General,Jicarón and Jicarita,03/15/98,Other scleractinians,Other,NA,Dead,0.04,Glynn et al. 2001,1997-98
General,Secas,03/15/98,Pocillopora,Pocillopora spp.,NA,Dead,0.205,Glynn et al. 2001,1997-98
General,Secas,03/15/98,Other scleractinians,Other,NA,Dead,0.21,Glynn et al. 2001,1997-98
General,Uva,03/15/98,Pocillopora,Pocillopora spp.,NA,Dead,0.01,Glynn et al. 2001,1997-98
General,Uva,03/15/98,Other scleractinians,Other,NA,Dead,0.046666666666667,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Pocillopora,Pocillopora damicornis,NA,Bleached,0.49,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Pocillopora,Pocillopora damicornis,NA,Bleached,0.15,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Pocillopora,Pocillopora damicornis,NA,Bleached,0,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Pocillopora,Pocillopora damicornis,NA,Bleached,0.44,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Pocillopora,Pocillopora elegans,NA,Bleached,0.48,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Pocillopora,Pocillopora elegans,NA,Bleached,0.14,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Pocillopora,Pocillopora elegans,NA,Bleached,0,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Pocillopora,Pocillopora elegans,NA,Bleached,0.5,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Other scleractinians,Pavona clavus,NA,Bleached,0.44,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Other scleractinians,Pavona clavus,NA,Bleached,0.12,Glynn et al. 2001,1997-98
Species,Montuoso,03/15/98,Other scleractinians,Pavona clavus,NA,Bleached,0.22,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Other scleractinians,Pavona clavus,NA,Bleached,0.63,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Other scleractinians,Pavona clavus,NA,Bleached,0.24,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Other scleractinians,Pavona gigantea,NA,Bleached,0.48,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Other scleractinians,Pavona gigantea,NA,Bleached,0.16,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Other scleractinians,Pavona gigantea,NA,Bleached,0,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Other scleractinians,Pavona gigantea,NA,Bleached,0.43,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Other scleractinians,Porites lobata,NA,Bleached,0.43,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Other scleractinians,Porites lobata,NA,Bleached,0.59,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Other scleractinians,Porites lobata,NA,Bleached,0,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Other scleractinians,Porites lobata,NA,Bleached,1,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Pocillopora,Pocillopora damicornis,NA,Dead,0.03,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Pocillopora,Pocillopora damicornis,NA,Dead,0,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Pocillopora,Pocillopora damicornis,NA,Dead,0.28,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Pocillopora,Pocillopora damicornis,NA,Dead,0.02,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Pocillopora,Pocillopora elegans,NA,Dead,0.01,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Pocillopora,Pocillopora elegans,NA,Dead,0.18,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Pocillopora,Pocillopora elegans,NA,Dead,0.13,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Pocillopora,Pocillopora elegans,NA,Dead,0,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Other scleractinians,Pavona clavus,NA,Dead,0.15,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Other scleractinians,Pavona clavus,NA,Dead,0.12,Glynn et al. 2001,1997-98
Species,Montuoso,03/15/98,Other scleractinians,Pavona clavus,NA,Dead,0.55,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Other scleractinians,Pavona clavus,NA,Dead,0,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Other scleractinians,Pavona clavus,NA,Dead,0.12,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Other scleractinians,Pavona gigantea,NA,Dead,0.04,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Other scleractinians,Pavona gigantea,NA,Dead,0,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Other scleractinians,Pavona gigantea,NA,Dead,0.27,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Other scleractinians,Pavona gigantea,NA,Dead,0.02,Glynn et al. 2001,1997-98
Species,Silva de Afuera,03/15/98,Other scleractinians,Porites lobata,NA,Dead,0.16,Glynn et al. 2001,1997-98
Species,Jicarón and Jicarita,03/15/98,Other scleractinians,Porites lobata,NA,Dead,0,Glynn et al. 2001,1997-98
Species,Secas,03/15/98,Other scleractinians,Porites lobata,NA,Dead,0.36,Glynn et al. 2001,1997-98
Species,Uva,03/15/98,Other scleractinians,Porites lobata,NA,Dead,0,Glynn et al. 2001,1997-98
Species,Uva,08/15/14,Millepora,Millepora intricata,,Dead,0,ICA,2015-16
General,Uva,08/15/14,Millepora,Millepora spp.,NA,Dead,0,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Gardineroseris planulata,,Dead,0,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona chiriquiensis,,Dead,NA,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona clavus,,Dead,0.071428571428572,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona gigantea,,Dead,0.173913043478261,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona varians,,Dead,0.066666666666667,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Porites lobata,,Dead,0.071428571428572,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Porites panamensis,,Dead,NA,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora sp.,,Dead,NA,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Psammocora stellata,,Dead,NA,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Psammocora superficialis,,Dead,NA,ICA,2015-16
General,Uva,08/15/14,Other scleractinians,Other,NA,Dead,0.076687370600414,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora damicornis,,Dead,0,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora elegans,,Dead,0,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora eydouxi,,Dead,NA,ICA,2015-16
General,Uva,08/15/14,Pocillopora,Pocillopora spp.,NA,Dead,0,ICA,2015-16
Species,Uva,08/15/14,Millepora,Millepora intricata,,Bleached,0.0625,ICA,2015-16
General,Uva,08/15/14,Millepora,Millepora spp.,NA,Bleached,0.0625,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Gardineroseris planulata,,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona chiriquiensis,,Bleached,NA,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona clavus,,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona gigantea,,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Pavona varians,,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Porites lobata,,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Porites panamensis,,Bleached,NA,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora sp.,,Bleached,NA,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Psammocora stellata,,Bleached,NA,ICA,2015-16
Species,Uva,08/15/14,Other scleractinians,Psammocora superficialis,,Bleached,NA,ICA,2015-16
General,Uva,08/15/14,Other scleractinians,Other,NA,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora damicornis,,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora elegans,,Bleached,0,ICA,2015-16
Species,Uva,08/15/14,Pocillopora,Pocillopora eydouxi,,Bleached,NA,ICA,2015-16
General,Uva,08/15/14,Pocillopora,Pocillopora spp.,NA,Bleached,0,ICA,2015-16
Species,Uva,08/15/15,Millepora,Millepora intricata,,Dead,0.942857142857143,ICA,2015-16
General,Uva,08/15/15,Millepora,Millepora spp.,NA,Dead,0.942857142857143,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Gardineroseris planulata,,Dead,0.259259259259259,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona chiriquiensis,,Dead,0.375,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona clavus,,Dead,0.3,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona gigantea,,Dead,0.314814814814815,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona varians,,Dead,0.25,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Porites lobata,,Dead,0.104477611940299,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Porites panamensis,,Dead,0.024390243902439,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora sp.,,Dead,NA,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Psammocora stellata,,Dead,0.166666666666667,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Psammocora superficialis,,Dead,NA,ICA,2015-16
General,Uva,08/15/15,Other scleractinians,Other,NA,Dead,0.224326074572935,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora damicornis,,Dead,0.060240963855422,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora elegans,,Dead,0.01219512195122,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora eydouxi,,Dead,NA,ICA,2015-16
General,Uva,08/15/15,Pocillopora,Pocillopora spp.,NA,Dead,0.036218042903321,ICA,2015-16
Species,Uva,08/15/15,Millepora,Millepora intricata,,Bleached,0.228571428571429,ICA,2015-16
General,Uva,08/15/15,Millepora,Millepora spp.,NA,Bleached,0.228571428571429,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Gardineroseris planulata,,Bleached,0.851851851851852,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona chiriquiensis,,Bleached,0.625,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona clavus,,Bleached,0.9,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona gigantea,,Bleached,0.574074074074074,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Pavona varians,,Bleached,0.931818181818182,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Porites lobata,,Bleached,0.388059701492537,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Porites panamensis,,Bleached,0.707317073170732,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora sp.,,Bleached,,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Psammocora stellata,,Bleached,0.5,ICA,2015-16
Species,Uva,08/15/15,Other scleractinians,Psammocora superficialis,,Bleached,,ICA,2015-16
General,Uva,08/15/15,Other scleractinians,Other,NA,Bleached,0.684765110300922,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora damicornis,,Bleached,0.27710843373494,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora elegans,,Bleached,0.182926829268293,ICA,2015-16
Species,Uva,08/15/15,Pocillopora,Pocillopora eydouxi,,Bleached,NA,ICA,2015-16
General,Uva,08/15/15,Pocillopora,Pocillopora spp.,NA,Bleached,0.230017631501616,ICA,2015-16
Species,Uva,04/15/16,Millepora,Millepora intricata,,Dead,1,ICA,2015-16
General,Uva,04/15/16,Millepora,Millepora spp.,NA,Dead,1,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Gardineroseris planulata,,Dead,0.676470588235294,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona chiriquiensis,,Dead,0.571428571428571,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona clavus,,Dead,0.525,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona gigantea,,Dead,0.272727272727273,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona varians,,Dead,0.697674418604651,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Porites lobata,,Dead,0.302325581395349,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Porites panamensis,,Dead,0.375,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora sp.,,Dead,NA,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Psammocora stellata,,Dead,1,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Psammocora superficialis,,Dead,,ICA,2015-16
General,Uva,04/15/16,Other scleractinians,Other,NA,Dead,0.552578304048892,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora damicornis,,Dead,0.138461538461538,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora elegans,,Dead,0.148936170212766,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora eydouxi,,Dead,0,ICA,2015-16
General,Uva,04/15/16,Pocillopora,Pocillopora spp.,NA,Dead,0.095799236224768,ICA,2015-16
Species,Uva,04/15/16,Millepora,Millepora intricata,,Bleached,0,ICA,2015-16
General,Uva,04/15/16,Millepora,Millepora spp.,NA,Bleached,0,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Gardineroseris planulata,,Bleached,0.382352941176471,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona chiriquiensis,,Bleached,0.285714285714286,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona clavus,,Bleached,0.425,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona gigantea,,Bleached,0,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Pavona varians,,Bleached,0.325581395348837,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Porites lobata,,Bleached,0.162790697674419,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Porites panamensis,,Bleached,0.25,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora sp.,,Bleached,,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Psammocora stellata,,Bleached,0,ICA,2015-16
Species,Uva,04/15/16,Other scleractinians,Psammocora superficialis,,Bleached,,ICA,2015-16
General,Uva,04/15/16,Other scleractinians,Other,NA,Bleached,0.228929914989251,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora damicornis,,Bleached,0.153846153846154,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora elegans,,Bleached,0.127659574468085,ICA,2015-16
Species,Uva,04/15/16,Pocillopora,Pocillopora eydouxi,,Bleached,0,ICA,2015-16
General,Uva,04/15/16,Pocillopora,Pocillopora spp.,NA,Bleached,0.093835242771413,ICA,2015-16
