Year,Month,Date,Location,Site,Z (m),Spp,Length,Width,Height,% Bleach,% Pale,Old,Recent,Bites,Pred,#Damsel,Damsel spp,Lithoph,Pink,%Algae,Alg spp,%FLCY,% Barnacles,% Worm,Eucidaris,# Snail,% Disease,Disease Type,Black Sponge,Sponge,COTS,Notes,BL 0,PA 0,Old 0,Recent 0,?,PWG Dead,PWG Bleach
2016,4,04/17/16,Uva,Uva-Reef,7,POLO,12,9,5,60,40,,,,,,,,,,,,,,,,,,,,,Top bleached,60,40,0,0,1,,1
2016,4,04/17/16,Uva,Uva-Reef,7.3,POLO,72,70,42,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/17/16,Uva,Uva-Reef,7.9,PACH,23,18,1,85,15,,,,,,,,,,,,,,,,,,,,,,85,15,0,0,1,,1
2016,4,04/17/16,Uva,Uva-Reef,7.3,PACH,5,4,1,50,50,,,,,,,,,,,,,,,,,,,,,,50,50,0,0,1,,1
2016,4,04/17/16,Uva,Uva-Reef,7.3,PACH,36,21,1,,,,50,,,,,,,,,,,,,,,,,,,,0,0,0,50,0,1,
2016,4,04/17/16,Uva,Uva-Reef,7.3,PODA,42,31,27,25,50,20,5,,,,,,,,,,,,,,,,,,,,25,50,20,5,1,,1
2016,4,04/17/16,Uva,Uva-Reef,7.3,PODA,63,52,20,60,,15,,,,,,,,,,,,,,,,,,,,,60,0,15,0,1,,1
2016,4,04/17/16,Uva,Uva-Reef,6.7,POLO,30,20,14,40,20,30,10,,,,,,,,,,,,,,,,,,,,40,20,30,10,1,,1
2016,4,04/18/16,Uva,Uva-Reef,7,PODA,25,20,10,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/18/16,Uva,Uva-Reef,7.9,PODA,17,16,10,,100,5,,,,,,,,,,,,,,,,,,,,,0,100,5,0,0,,
2016,4,04/18/16,Uva,Uva-Reef,7.9,POEL,42,35,16,,98,40,5,,,,,,,,,,,,,,,,,,,,0,98,40,5,0,,
2016,4,04/18/16,Uva,Uva-Reef,7.9,PODA,48,40,20,50,25,80,,,,,,,,,,,,,,,,,,,,,50,25,80,0,1,1,1
2016,4,04/18/16,Uva,Uva-Reef,7.9,PODA,28,25,12,,50,20,,,,,,,,,,,,,,,,,,,,,0,50,20,0,0,,
2016,4,04/18/16,Uva,Uva-Reef,7.3,PODA,35,30,25,20,,,10,,,,,,,,,,,,,,,,,,,,20,0,0,10,1,,1
2016,4,04/18/16,Uva,Uva-Reef,4,PAGI,12,4,1,,20,20,5,,,,,,,,,,,,,,,,,,,,0,20,20,5,0,,
2016,4,04/18/16,Uva,Uva-Ridley,8.2,POLO,23,9,3,3,75,35,,,,,,,,,,,,,,,,,,,,,3,75,35,0,1,,
2016,4,04/18/16,Uva,Uva-Ridley,7.6,POLO,212,58,35,1,75,65,,,,,,,,,,,,,,,,,,,,,1,75,65,0,1,1,
2016,4,04/18/16,Uva,Uva-Ridley,7.6,PAGI,14,8,3,,,40,,,,,,,,,,,,,,,,,,,,,0,0,40,0,0,,
2016,4,04/18/16,Uva,Uva-Ridley,7.6,PACL,55,46,24,80,5,20,,,,,,,,,,1,,,,,,,,,,,80,5,20,0,1,,1
2016,4,04/18/16,Uva,Uva-Ridley,7.6,PACL,84,52,40,50,,30,7,,,,,,,1,FIL,1,,,,,,,,,,REC - 1 month old,50,0,30,7,1,,1
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAVA,18,7,12,70,10,10,20,2,,1,Sacap,,,,,,,,,,,,,,,top; REC - bites,70,10,10,20,1,,1
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAVA,34,28,12,15,10,65,10,,,,,,,,,,,,,,,,,,,top,15,10,65,10,1,1,1
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAGI,110,67,70,,30,85,2,2,,1,Sacap,,,,,,,,,,,,,,,top; REC - bites,0,30,85,2,0,1,
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAGI,45,38,50,,15,65,,,,,,,,,,,,,,,,,,,,,0,15,65,0,0,1,
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAVA,20,13,15,80,5,75,5,,,,,,,,,,,,,,,,,,,top,80,5,75,5,1,1,1
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAVA,20,18,15,4,,85,,,,,,,,,,,,,,,,,,,,top,4,0,85,0,1,1,
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAVA,34,20,18,10,,80,,,,,,,,,,,,,,,,,,,,top,10,0,80,0,1,1,
2016,4,04/18/16,Uva,Uva-Reef,2.7,PAVA,36,21,18,50,15,65,8,,,,,,,,,,,,,,,,,,,top,50,15,65,8,1,1,1
2016,4,04/18/16,Uva,Uva-Reef,2.7,GAPL,110,95,160,20,4,30,10,10,,3,Sacap,,,,,,,,,,,,,,,top; REC - bites,20,4,30,10,1,,1
2016,4,04/18/16,Uva,Uva-Reef,3.4,PACL,45,40,30,50,20,40,15,10,,1,Sacap,,,,,,,,,,,,,,,top; REC - bites,50,20,40,15,1,1,1
2016,4,04/18/16,Uva,Uva-Reef,3.4,PAGI,20,16,16,,30,27,,,,,,,,,,,,,,,,,,,,top; 10 Huppnea,0,30,27,0,0,,
2016,4,04/18/16,Uva,Uva-Reef,4.9,POPA,8,7,7,7,45,7,,,,,,,,1,FIL,,,,,,,,,,,,7,45,7,0,1,,
2016,4,04/18/16,Uva,Uva-Reef,4.3,PACL,55,42,29,10,80,75,1,,,1,Sacap,,,3,FIL,,,,,,,,,,,REC - FIL around new mort,10,80,75,1,1,1,
2016,4,04/18/16,Uva,Uva-Reef,4.6,PAVA,36,23,28,5,50,90,,,,,,,,7,FIL,,,,,,,,,,,,5,50,90,0,1,1,
2016,4,04/18/16,Uva,Uva-Reef,4.6,PAVA,48,18,16,15,15,50,,,,,,,,3,FIL,,,,,,,,,,,,15,15,50,0,1,1,1
2016,4,04/18/16,Uva,Uva-Reef,4.6,PAVA,39,37,25,4,70,65,,,,1,Sacap,,,4,FIL,,,,,,,,,,,,4,70,65,0,1,1,
2016,4,04/18/16,Uva,Uva-Reef,4.3,PAGI,21,20,11,,5,30,,,,,,,,2,FIL,,,,,,,,,,,DICT 3,0,5,30,0,0,,
2016,4,04/18/16,Uva,Uva-Reef,3.7,PAGI,10,10,9,,3,35,,,,,,,,,,,,,,,,,,,,,0,3,35,0,0,,
2016,4,04/18/16,Uva,Uva-Reef,6.7,GAPL,60,55,31,5,65,30,,,,,,,,1,FIL,,,,,,,,,,,,5,65,30,0,1,,
2016,4,04/18/16,Uva,Uva-Reef,6.7,PACL,30,23,29,15,10,7,,,,,,,,2,FIL,,,,,,,,,,,SED 1,15,10,7,0,1,,1
2016,4,04/18/16,Uva,Uva-Reef,6.7,PACL,23,13,14,3,7,30,,,,,,,,1,FIL,,,,,,,,,,,,3,7,30,0,1,,
2016,4,04/18/16,Uva,Uva-Reef,6.7,GAPL,22,21,14,,95,75,,,,,,,,2,FIL,,,,,,,,,,,,0,95,75,0,0,1,
2016,4,04/18/16,Uva,Uva-Reef,6.7,PAVA,37,12,10,1,2,25,,,,,,,,,,,,,,,,,,,,,1,2,25,0,1,,
2016,4,04/18/16,Uva,Uva-Reef,7.6,PAVA,15,14,8,,70,20,,,,,,,,2,FIL,,,,,,,,,,,,0,70,20,0,0,,
2016,4,04/18/16,Uva,Uva-Reef,7.6,GAPL,130,86,60,10,2,15,,,,2,Sacap,,,1,FIL,,,,,,,,,,,,10,2,15,0,1,,
2016,4,04/18/16,Uva,Uva-Reef,6.7,PAGI,19,13,8,1,25,30,,,,,,,,1,FIL,,,,,,,,,,,,1,25,30,0,1,,
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,6.1,POLO,7,6,10,,10,,,,,,,,,,,,,,,,,,,,,,0,10,0,0,0,,
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,6.1,POEL,22,20,10,5,20,,,,,,,,,,,,,,,,,,,,,,5,20,0,0,1,,
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,5.5,POEL,45,40,20,,,65,,,,,,,,5,FIL,,,,,,,,,,,,0,0,65,0,0,1,
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,5.2,POLO,55,30,35,,,65,5,5,,,,,,,,,,,,,,,,,,REC - bites,0,0,65,5,0,1,
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,4.6,POEL,100,75,30,15,10,70,8,,,,,,,,,,,,,,,,,,,,15,10,70,8,1,1,1
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,4.6,POEL,65,45,28,15,10,10,7,,,,,,,,,,,,,,,,,,,REC -  SPO (7),15,10,10,7,1,,1
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,8.8,POEL,53,47,17,95,3,20,20,,,1,Sacap,,,,,,,,,,,,,,,REC - FIL around new mort,95,3,20,20,1,,1
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,7,POLO,29,19,16,,30,10,,7,,,,,,,,,,,,,,,,,,,0,30,10,0,0,,
2016,4,04/19/16,Silva de Afuera,Wahoo Rock,7.3,PACL,18,14,19,30,30,40,,,,,,,,2,FIL,,,,,,,,,,,,30,30,40,0,1,,1
2016,4,04/19/16,Silva de Afuera,Reef,4.6,GAPL,12,8,6,,20,5,,,,,,,,,,,,,,,,,,,,,0,20,5,0,0,,
2016,4,04/19/16,Silva de Afuera,Reef,4.9,PAGI,21,16,15,,30,65,,,,,,,,2,FIL,,,,,,,,,,,buried - BL 10; top - PL,0,30,65,0,0,1,
2016,4,04/19/16,Silva de Afuera,Reef,6.1,PAVA,5,3,4,,95,45,,,,,,,,1,FIL,,,,,,,,,,,,0,95,45,0,0,,
2016,4,04/19/16,Silva de Afuera,Reef,4.3,PACL,93,55,50,3,70,75,,,,1,Sacap,,,1,FIL,,,,,,,,,,,,3,70,75,0,1,1,
2016,4,04/19/16,Silva de Afuera,Reef,3,PACL,122,116,43,3,80,70,,,,1,Sacap,,,2,FIL,,,,,,,,,,,Sacap nest,3,80,70,0,1,1,
2016,4,04/19/16,Silva de Afuera,Reef,3,PAVA,51,24,15,2,5,70,,,,,,,,,,,,,,,,,,,,SED 1,2,5,70,0,1,1,
2016,4,04/19/16,Silva de Afuera,Reef,3,PAVA,18,4,14,,2,55,,,,,,,,1,FIL,,,,,,,,,,,SED 1,0,2,55,0,0,1,
2016,4,04/19/16,Silva de Afuera,Reef,3.4,PACL,296,205,150,5,35,35,1,,,3,Sacap,,,2,FIL,,,,,,,,,,,REC - FIL around new mort,5,35,35,1,1,,
2016,4,04/19/16,Silva de Afuera,Reef,3.4,PAGI,15,10,2,,2,10,,,,,,,,1,FIL,,,,,,,,,,,"In shade, within previous PCLA structure",0,2,10,0,0,,
2016,4,04/20/16,Secas,Dog,4,POEY,45,35,20,,2,,4,,,,,,,1,FIL,,,,,,,,,,,"REC - unk, FIL around new mort",0,2,0,4,0,,
2016,4,04/20/16,Secas,Dog,3.7,PAGI,7,7,7,,15,10,2,,,,,,,5,FIL,,,,,,,,,,,REC - 1.5 months,0,15,10,2,0,,
2016,4,04/20/16,Secas,Dog,3.4,POEL,23,23,14,5,,2,,1,,,,,,,,,,,,,,,,,,,5,0,2,0,1,,
2016,4,04/20/16,Secas,Dog,3.4,POEL,54,32,25,2,40,2,1,,,,,,,3,FIL,,,,,,,,,,,REC - FIL,2,40,2,1,1,,
2016,4,04/20/16,Secas,Dog,1.2,POLO,60,55,25,,,20,,7,,,,,,1,FIL,,,,,,,,,,,,0,0,20,0,0,,
2016,4,04/20/16,Secas,Dog,4,POLO,16,12,4,,40,5,,1,,,,,,1,FIL,,,,,,,,,,,,0,40,5,0,0,,
2016,4,04/20/16,Secas,Dog,4,PAGI,16,14,13,1,45,15,,,,,,,,1,FIL,,,,,,,,,,,,1,45,15,0,1,,
2016,4,04/20/16,Secas,Dog,4,POPA,9,6,5,,35,10,,,,,,,,35,MACA,,,,,,,,,,,SED 1; buried - BL 10; top - PL,0,35,10,0,0,,
2016,4,04/20/16,Secas,Dog,4.3,POPA,7,7,6,,10,,,,,,,,,,,,,,,,,,,,,buried - BL 10; top - PL,0,10,0,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,POLO,6,6,5,,90,35,,,,,,,,5,FIL,,,,,,,,,,,,0,90,35,0,0,,
2016,4,04/20/16,Secas,Dog,4,PAGI,15,12,8,,10,20,,,,,,,,1,FIL,,,,,,,,,,,,0,10,20,0,0,,
2016,4,04/20/16,Secas,Dog,4.3,PACL,25,21,22,,15,30,,,,,,,,3,FIL,,,,,,,,,,,,0,15,30,0,0,,
2016,4,04/20/16,Secas,Dog,4.3,POLO,9,8,6,,80,2,,10,,,,,,,,,,,,,,,,,,,0,80,2,0,0,,
2016,4,04/20/16,Secas,Dog,2.4,PODA,14,13,9,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/20/16,Secas,Dog,2.7,PODA,10,10,8,2,90,2,,,,,,,,,,,,,,,,,,,,,2,90,2,0,1,,
2016,4,04/20/16,Secas,Dog,2.4,PODA,15,13,9,,,7,,,,,,,,3,FIL,,,,,,,,,,,,0,0,7,0,0,,
2016,4,04/20/16,Secas,Dog,2.7,POEL,17,15,11,2,,2,,,,,,,,1,FIL,,,,,,,,,,,,2,0,2,0,1,,
2016,4,04/20/16,Secas,Dog,2.7,PODA,10,10,7,,,,,,,,,,,3,FIL,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,POLO,107,94,40,50,35,75,,,,,,,,3,FIL,,,,,,,,,,,,50,35,75,0,1,1,1
2016,4,04/20/16,Secas,Dog,4,PODA,17,13,10,,40,2,,,,,,,,2,FIL,,,,,,,,,,,,0,40,2,0,0,,
2016,4,04/20/16,Secas,Dog,4,PODA,16,15,9,,60,2,,4,,,,,,1,FIL,,,,,,,,,,,,0,60,2,0,0,,
2016,4,04/20/16,Secas,Dog,3.4,POEL,17,10,10,,15,,,,,,,,,1,FIL,,,,,,,,,,,,0,15,0,0,0,,
2016,4,04/20/16,Secas,Dog,3.7,PODA,12,9,6,,100,5,,2,,,,,,,,,,,,,,,,,,,0,100,5,0,0,,
2016,4,04/20/16,Secas,Dog,4,PODA,19,13,11,,40,25,1,7,,,,,,20,FIL,,,,,,,,,,,REC - FIL,0,40,25,1,0,,
2016,4,04/20/16,Secas,Dog,4,POEL,40,25,13,,20,2,,,,,,,,7,FIL,,,,,,,,,,,,0,20,2,0,0,,
2016,4,04/20/16,Secas,Dog,4,POEL,14,12,9,,10,,,2,,,,,,10,FIL,,,,,,,,,,,,0,10,0,0,0,,
2016,4,04/20/16,Secas,Dog,3.4,PODA,23,22,12,2,90,5,,,,,,,,7,FIL,,,,,,,,,,,,2,90,5,0,1,,
2016,4,04/20/16,Secas,Dog,3,POEL,22,22,11,,,2,,,,,,,,7,FIL,,,,,,,,,,,,0,0,2,0,0,,
2016,4,04/20/16,Secas,Dog,3.4,POEL,39,35,19,,5,2,,1,,,,,,3,FIL,,,,,,,,,,,,0,5,2,0,0,,
2016,4,04/20/16,Secas,Dog,3.7,PODA,21,15,12,,5,5,,1,,1,Sacap,,,,,,,,,,,,,,,,0,5,5,0,0,,
2016,4,04/20/16,Secas,Dog,3.7,POEL,16,15,9,1,98,2,,,,,,,,2,FIL,,,,,,,,,,,,1,98,2,0,1,,
2016,4,04/20/16,Secas,Dog,4,PODA,16,10,10,2,,5,,,,,,,,2,FIL,,,,,,,,,,,,2,0,5,0,1,,
2016,4,04/20/16,Secas,Dog,4.3,POEL,58,45,35,,,25,2,2,,,,,,1,FIL,,,,,,,,,,,,0,0,25,2,0,,
2016,4,04/20/16,Secas,Dog,4.3,POEL,52,46,35,,2,40,,,,,,,,2,FIL,,,,,,,,,,,,0,2,40,0,0,,
2016,4,04/20/16,Secas,Dog,4,POEL,41,39,32,1,5,30,,,,,,,,3,FIL,,,,,,,,,,,,1,5,30,0,1,,
2016,4,04/20/16,Secas,Dog,3.7,POEL,38,35,25,,5,5,,1,,,,,,,,,,,,,,,,,,,0,5,5,0,0,,
2016,4,04/20/16,Secas,Dog,4,POEY,41,31,16,,,,,,,,,,,1,FIL,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,4,POEY,23,21,16,7,,2,,7,,,,,,1,FIL,,,,,,,,,,,,7,0,2,0,1,,
2016,4,04/20/16,Secas,Dog,4,POEY,24,22,17,7,,,,7,,,,,,,,,,,,,,,,,,,7,0,0,0,1,,
2016,4,04/20/16,Secas,Dog,4,PAGI,110,110,70,,20,55,,5,,1,Sacap,,,1,FIL,,,,,,,,,,,"buried - BL 2, REC 2; top - PL",0,20,55,0,0,1,
2016,4,04/20/16,Secas,Dog,7.6,POEL,42,25,19,,,10,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,,
2016,4,04/20/16,Secas,Dog,7.6,PODA,34,30,28,,,20,,,,,,,,,,,,,,,,,,,,,0,0,20,0,0,,
2016,4,04/20/16,Secas,Dog,7.6,PODA,15,8,10,,,2,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,,
2016,4,04/20/16,Secas,Dog,7.6,PODA,28,18,15,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/20/16,Secas,Dog,7.6,PODA,20,11,13,,,80,20,,,,,,,,,,,,,,,,,,,,0,0,80,20,0,1,
2016,4,04/20/16,Secas,Dog,7.6,PODA,31,20,14,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/20/16,Secas,Dog,7.6,PODA,27,22,11,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/20/16,Secas,Dog,7.6,PODA,17,11,13,,,20,70,,,,,,,,,,,,,,,,,,,,0,0,20,70,0,1,
2016,4,04/20/16,Secas,Dog,7.9,POEL,24,21,13,30,15,,,,,,,,,,,,,,,,,,,,,,30,15,0,0,1,,1
2016,4,04/20/16,Secas,Dog,5.5,PAVA,7,5,4,,5,20,,,,,,,,,,,,,,,,,,,,,0,5,20,0,0,,
2016,4,04/20/16,Secas,Dog,4.3,POLO,41,32,32,,30,5,,,,,,,,,,,,,,,,,,,,,0,30,5,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,10,8,12,,,15,,,,,,,,,,,,,,,,,,,,,0,0,15,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,POEL,43,35,27,,,5,,,,,,,,,,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,POEL,20,18,17,,,10,,,,,,,,,,,,,,,,,,,,,0,0,10,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,POEL,40,38,22,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,POEL,50,30,20,,4,60,,,,,,,,,,,,,,,,,,,,Black SPO 5,0,4,60,0,0,1,
2016,4,04/20/16,Secas,Dog,8.5,PODA,40,32,12,,,6,,,,,,,,,,,,,,,,,,,,,0,0,6,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,36,28,14,,,15,4,,,,,,,,,,,,,,,,,,,REC - Black SPO 4,0,0,15,4,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,24,12,22,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,41,38,18,,,25,,,,,,,,6,FIL,,,,,,,,,,,,0,0,25,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,26,19,12,,,,,,,,,,,10,FIL,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,30,22,6,,,20,,,,,,,,8,FIL,,,,,,,,,,,,0,0,20,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,30,27,18,,,80,,,,,,,,5,FIL,,,,,,,,,,,,0,0,80,0,0,1,
2016,4,04/20/16,Secas,Dog,8.5,PODA,35,35,12,,,4,,,,,,,,,,,,,,,,,,,,,0,0,4,0,0,,
2016,4,04/20/16,Secas,Dog,8.5,PODA,18,12,15,,,65,,,,,,,,,,,,,,,,,,,,,0,0,65,0,0,1,
2016,4,04/20/16,Secas,Dog,8.5,PODA,36,24,10,,,15,4,,,,,,,,,,,,,,,,,,,Black SPO 4,0,0,15,4,0,,
2016,4,04/20/16,Secas,Dog,6.1,POPA,17,8,7,5,45,75,2,,,,,,,2,FIL,,,,,,,,,,,REC - FIL around new mort,5,45,75,2,1,1,
2016,4,04/20/16,Secas,Dog,5.5,PAGI,6,5,2,,40,7,,,,,,,,2,FIL,,,,,,,,,,,,0,40,7,0,0,,
2016,4,04/20/16,Secas,Dog,4.9,PSST,5,5,2,10,,50,,,,,,,,7,FIL,,,,,,,,,,,,10,0,50,0,1,1,
2016,4,04/20/16,Secas,Dog,4.9,PACL,47,35,33,40,15,75,,1,,,,,,2,FIL,,,,,,,,,,,,40,15,75,0,1,1,1
2016,4,04/20/16,Secas,Dog,4.6,POLO,17,14,12,,15,85,,,,,,,,1,FIL,,,,,,,,,,,DICT 1,0,15,85,0,0,1,
2016,4,04/20/16,Secas,Dog,4,POLO,22,18,17,,,5,,10,,,,,,2,FIL,,,,,,,,,,,,0,0,5,0,0,,
2016,4,04/20/16,Secas,Dog,4,POLO,87,72,62,1,,25,1,,,1,Sacap,,,15,FIL,,,,,,,,,,,REC - FIL around new mort,1,0,25,1,1,,
2016,4,04/20/16,Secas,Dog,3.7,PAGI,21,17,14,,40,35,,,,,,,,5,FIL,,,,,,,,,,,,0,40,35,0,0,,
2016,4,04/20/16,Secas,Dog,4,PACL,47,45,24,25,15,80,,,,,,,,4,FIL,,,,,,,,,,,top dead,25,15,80,0,1,1,1
2016,4,04/20/16,Secas,Dog,4,POLO,40,33,13,,,12,2,,,,,,,1,FIL,,,,,,,,,,,REC - PDAM competition?,0,0,12,2,0,,
2016,4,04/20/16,Secas,Dog,4.3,PACL,21,18,10,,75,70,,,,,,,,2,FIL,,,,,,,,,,,,0,75,70,0,0,1,
2016,4,04/20/16,Secas,Dog,4.9,POLO,38,28,22,,50,55,,1,,1,Sacap,,,2,FIL,,,,,,,,,,,,0,50,55,0,0,1,
2016,4,04/20/16,Secas,Dog,6.7,PACL,34,26,30,,,95,,,,,,,,,,,,,,,,,,,,,0,0,95,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,13,12,15,,,30,,,,,,,,,,,,,,,,,,,,corallith,0,0,30,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,POLO,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,7,6,8,,,30,,,,,,,,,,,,,,,,,,,,,0,0,30,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,POLO,18,12,12,,,60,,3,,,,,,,,,,,,,,,,,,CYANO 60,0,0,60,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,17,15,16,,,85,,,,,,,,,,,,,,,,,,,,only sides alive,0,0,85,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,POLO,35,30,33,,,6,,,,,,,,,,,,,,,,,,,,,0,0,6,0,0,,
2016,4,04/20/16,Secas,Dog,4.6,PAGI,20,18,18,,,80,,,,,,,,,,,,,,,,,,,,corallith,0,0,80,0,0,1,
2016,4,04/20/16,Secas,Dog,4.6,PACL,24,20,19,15,20,30,,,,,,,,,,,,,,,,,,,,top dead;CYANO 20,15,20,30,0,1,,1
2016,4,04/20/16,Secas,Dog,4.6,PACL,115,100,100,10,25,50,5,,,,,,,,,,,,,,,,,,,top dead,10,25,50,5,1,1,
2016,4,04/20/16,Secas,Dog,4,POLO,50,40,40,,,75,,,,,,,,,,,,,,,,,,,,,0,0,75,0,0,1,
2016,4,04/20/16,Secas,Dog,3.7,PACL,60,45,45,10,20,65,,,,,,,,,,,,,,,,,,,,top dead,10,20,65,0,1,1,
2016,4,04/20/16,Secas,Dog,3.7,PACL,19,18,20,,25,,,,,,,,,,,,,,,,,,,,,top dead,0,25,0,0,0,,
2016,4,04/20/16,Secas,Dog,3.7,POLO,36,30,30,,,4,,,,,,15,,,,,,,,,,,,,,,0,0,4,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,9.4,POLO,38,26,19,2,,20,,2,,,,,,1,FIL,,,,,,,,,,,,2,0,20,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,8.8,POLO,41,32,12,,90,15,,,,,,,,1,FIL,,,,,,,,,,,SED 1; A. Palacio tag 344,0,90,15,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,8.8,PODA,50,30,19,,15,40,2,,,,,,,1,FIL,,,,,,,,,,,REC - ciliates on new mort on tips,0,15,40,2,0,,
2016,4,04/21/16,Uva,Uva-Ridley,9.8,PODA,32,31,13,20,55,65,2,,,,,,,2,FIL,,,,,,,,,,,REC - FIL around new mort,20,55,65,2,1,1,1
2016,4,04/21/16,Uva,Uva-Ridley,9.4,POLO,34,32,19,3,60,30,,1,,,,,,,,,,,,,,,,,,SED 1,3,60,30,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,9.1,PACL,37,37,20,2,20,65,,,,,,,,1,FIL,,,,,,,,,,,,2,20,65,0,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,8.8,PACL,10,10,2,15,50,25,,,,,,,,1,FIL,,,,,,,,,,,,15,50,25,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,7.3,POLO,34,28,22,7,85,30,,2,,,,,,1,FIL,,,,,,,,,,,DICT 1; SED 1,7,85,30,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,7.6,PACL,72,48,38,60,5,20,7,,,,,,,1,FIL,,,,,,,,,,,SED 1,60,5,20,7,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,3.7,POEL,15,15,10,,75,2,,1,,,,,,,,1,,,,,,,,,,,0,75,2,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,4,POEL,22,22,15,10,85,5,,7,,,,,,,,,,,,,,,,,,,10,85,5,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,2.7,POEL,20,17,9,,7,2,,,,,,,,,,,,,,,,,,,,PL - tips,0,7,2,0,0,,
2016,4,04/21/16,Uva,Uva-Ridley,4,POEL,14,12,14,2,,7,,3,,,,,,,,,,,,,,,,,,BL - extension of BITES,2,0,7,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,56,35,21,1,75,50,1,2,,,,,,2,FIL,,,,,,,,,,,DICT 2; BL - DICT; REC - DICT with BL around,1,75,50,1,1,1,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,27,22,20,15,80,5,,3,,,,,,1,FIL,,,,,,,,,,,,15,80,5,0,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,3.4,POLO,15,13,10,50,50,65,1,2,,,,,,,,,,,,,,,,,,REC - from BL?,50,50,65,1,1,1,1
2016,4,04/21/16,Uva,Uva-Ridley,3.4,POLO,23,15,13,7,80,45,,,,,,,,2,FIL,,,,,,,,,,,,7,80,45,0,1,,
2016,4,04/21/16,Uva,Uva-Ridley,3,POLO,61,59,26,15,60,40,3,1,,,,,,2,FIL,,,,,,,,,,,REC - from BL?,15,60,40,3,1,,1
2016,4,04/21/16,Uva,Uva-Ridley,3,POEL,19,15,13,,,7,1,,,,,,,1,FIL,,,,,,,,,,,DICT 2; REC - tips with FIL,0,0,7,1,0,,
2016,4,04/21/16,Uva,Uva-Ridley,3.4,POEL,20,19,15,2,35,10,,,,,,,,1,FIL,,,,,,,,,,,BL - tips,2,35,10,0,1,,
